DatabaseName,HomeSite,VolumeLetter,EdbFilePath,LogFolderPath,Server,ActivationPreference,CopyRole
DBSE269,S2,Q,Q:\DBSE269\DBSE269.edb,Q:\DBSE269,EXSVR-S1-2,3,Passive
DBSE270,S2,Q,Q:\DBSE270\DBSE270.edb,Q:\DBSE270,EXSVR-S2-2,1,Active
DBSE270,S2,Q,Q:\DBSE270\DBSE270.edb,Q:\DBSE270,EXSVR-S2-3,2,Passive
DBSE270,S2,Q,Q:\DBSE270\DBSE270.edb,Q:\DBSE270,EXSVR-S1-3,3,Passive
DBSE271,S2,Q,Q:\DBSE271\DBSE271.edb,Q:\DBSE271,EXSVR-S2-3,1,Active
DBSE271,S2,Q,Q:\DBSE271\DBSE271.edb,Q:\DBSE271,EXSVR-S2-4,2,Passive
DBSE271,S2,Q,Q:\DBSE271\DBSE271.edb,Q:\DBSE271,EXSVR-S1-4,3,Passive
DBSE272,S2,Q,Q:\DBSE272\DBSE272.edb,Q:\DBSE272,EXSVR-S2-4,1,Active
DBSE272,S2,Q,Q:\DBSE272\DBSE272.edb,Q:\DBSE272,EXSVR-S2-1,2,Passive
DBSE272,S2,Q,Q:\DBSE272\DBSE272.edb,Q:\DBSE272,EXSVR-S1-1,3,Passive
DBSE273,S2,Q,Q:\DBSE273\DBSE273.edb,Q:\DBSE273,EXSVR-S2-1,1,Active
DBSE273,S2,Q,Q:\DBSE273\DBSE273.edb,Q:\DBSE273,EXSVR-S2-3,2,Passive
DBSE273,S2,Q,Q:\DBSE273\DBSE273.edb,Q:\DBSE273,EXSVR-S1-2,3,Passive
DBSE274,S2,Q,Q:\DBSE274\DBSE274.edb,Q:\DBSE274,EXSVR-S2-2,1,Active
DBSE274,S2,Q,Q:\DBSE274\DBSE274.edb,Q:\DBSE274,EXSVR-S2-4,2,Passive
DBSE274,S2,Q,Q:\DBSE274\DBSE274.edb,Q:\DBSE274,EXSVR-S1-3,3,Passive
DBSE275,S2,Q,Q:\DBSE275\DBSE275.edb,Q:\DBSE275,EXSVR-S2-3,1,Active
DBSE275,S2,Q,Q:\DBSE275\DBSE275.edb,Q:\DBSE275,EXSVR-S2-1,2,Passive
DBSE275,S2,Q,Q:\DBSE275\DBSE275.edb,Q:\DBSE275,EXSVR-S1-4,3,Passive
DBSE276,S2,Q,Q:\DBSE276\DBSE276.edb,Q:\DBSE276,EXSVR-S2-4,1,Active
DBSE276,S2,Q,Q:\DBSE276\DBSE276.edb,Q:\DBSE276,EXSVR-S2-2,2,Passive
DBSE276,S2,Q,Q:\DBSE276\DBSE276.edb,Q:\DBSE276,EXSVR-S1-1,3,Passive
DBSE277,S2,R,R:\DBSE277\DBSE277.edb,R:\DBSE277,EXSVR-S2-1,1,Active
DBSE277,S2,R,R:\DBSE277\DBSE277.edb,R:\DBSE277,EXSVR-S2-3,2,Passive
DBSE277,S2,R,R:\DBSE277\DBSE277.edb,R:\DBSE277,EXSVR-S1-3,3,Passive
DBSE278,S2,R,R:\DBSE278\DBSE278.edb,R:\DBSE278,EXSVR-S2-2,1,Active
DBSE278,S2,R,R:\DBSE278\DBSE278.edb,R:\DBSE278,EXSVR-S2-4,2,Passive
DBSE278,S2,R,R:\DBSE278\DBSE278.edb,R:\DBSE278,EXSVR-S1-4,3,Passive
DBSE279,S2,R,R:\DBSE279\DBSE279.edb,R:\DBSE279,EXSVR-S2-3,1,Active
DBSE279,S2,R,R:\DBSE279\DBSE279.edb,R:\DBSE279,EXSVR-S2-1,2,Passive
DBSE279,S2,R,R:\DBSE279\DBSE279.edb,R:\DBSE279,EXSVR-S1-1,3,Passive
DBSE280,S2,R,R:\DBSE280\DBSE280.edb,R:\DBSE280,EXSVR-S2-4,1,Active
DBSE280,S2,R,R:\DBSE280\DBSE280.edb,R:\DBSE280,EXSVR-S2-2,2,Passive
DBSE280,S2,R,R:\DBSE280\DBSE280.edb,R:\DBSE280,EXSVR-S1-2,3,Passive
DBSE281,S2,R,R:\DBSE281\DBSE281.edb,R:\DBSE281,EXSVR-S2-1,1,Active
DBSE281,S2,R,R:\DBSE281\DBSE281.edb,R:\DBSE281,EXSVR-S2-4,2,Passive
DBSE281,S2,R,R:\DBSE281\DBSE281.edb,R:\DBSE281,EXSVR-S1-3,3,Passive
DBSE282,S2,R,R:\DBSE282\DBSE282.edb,R:\DBSE282,EXSVR-S2-2,1,Active
DBSE282,S2,R,R:\DBSE282\DBSE282.edb,R:\DBSE282,EXSVR-S2-1,2,Passive
DBSE282,S2,R,R:\DBSE282\DBSE282.edb,R:\DBSE282,EXSVR-S1-4,3,Passive
DBSE283,S2,R,R:\DBSE283\DBSE283.edb,R:\DBSE283,EXSVR-S2-3,1,Active
DBSE283,S2,R,R:\DBSE283\DBSE283.edb,R:\DBSE283,EXSVR-S2-2,2,Passive
DBSE283,S2,R,R:\DBSE283\DBSE283.edb,R:\DBSE283,EXSVR-S1-1,3,Passive
DBSE284,S2,R,R:\DBSE284\DBSE284.edb,R:\DBSE284,EXSVR-S2-4,1,Active
DBSE284,S2,R,R:\DBSE284\DBSE284.edb,R:\DBSE284,EXSVR-S2-3,2,Passive
DBSE284,S2,R,R:\DBSE284\DBSE284.edb,R:\DBSE284,EXSVR-S1-2,3,Passive
DBSE285,S2,S,S:\DBSE285\DBSE285.edb,S:\DBSE285,EXSVR-S2-1,1,Active
DBSE285,S2,S,S:\DBSE285\DBSE285.edb,S:\DBSE285,EXSVR-S2-4,2,Passive
DBSE285,S2,S,S:\DBSE285\DBSE285.edb,S:\DBSE285,EXSVR-S1-4,3,Passive
DBSE286,S2,S,S:\DBSE286\DBSE286.edb,S:\DBSE286,EXSVR-S2-2,1,Active
DBSE286,S2,S,S:\DBSE286\DBSE286.edb,S:\DBSE286,EXSVR-S2-1,2,Passive
DBSE286,S2,S,S:\DBSE286\DBSE286.edb,S:\DBSE286,EXSVR-S1-1,3,Passive
DBSE287,S2,S,S:\DBSE287\DBSE287.edb,S:\DBSE287,EXSVR-S2-3,1,Active
DBSE287,S2,S,S:\DBSE287\DBSE287.edb,S:\DBSE287,EXSVR-S2-2,2,Passive
DBSE287,S2,S,S:\DBSE287\DBSE287.edb,S:\DBSE287,EXSVR-S1-2,3,Passive
DBSE288,S2,S,S:\DBSE288\DBSE288.edb,S:\DBSE288,EXSVR-S2-4,1,Active
DBSE288,S2,S,S:\DBSE288\DBSE288.edb,S:\DBSE288,EXSVR-S2-3,2,Passive
DBSE288,S2,S,S:\DBSE288\DBSE288.edb,S:\DBSE288,EXSVR-S1-3,3,Passive
DBSE289,S2,S,S:\DBSE289\DBSE289.edb,S:\DBSE289,EXSVR-S2-1,1,Active
DBSE289,S2,S,S:\DBSE289\DBSE289.edb,S:\DBSE289,EXSVR-S2-2,2,Passive
DBSE289,S2,S,S:\DBSE289\DBSE289.edb,S:\DBSE289,EXSVR-S1-4,3,Passive
DBSE290,S2,S,S:\DBSE290\DBSE290.edb,S:\DBSE290,EXSVR-S2-2,1,Active
DBSE290,S2,S,S:\DBSE290\DBSE290.edb,S:\DBSE290,EXSVR-S2-3,2,Passive
DBSE290,S2,S,S:\DBSE290\DBSE290.edb,S:\DBSE290,EXSVR-S1-1,3,Passive
DBSE291,S2,S,S:\DBSE291\DBSE291.edb,S:\DBSE291,EXSVR-S2-3,1,Active
DBSE291,S2,S,S:\DBSE291\DBSE291.edb,S:\DBSE291,EXSVR-S2-4,2,Passive
DBSE291,S2,S,S:\DBSE291\DBSE291.edb,S:\DBSE291,EXSVR-S1-2,3,Passive
DBSE292,S2,S,S:\DBSE292\DBSE292.edb,S:\DBSE292,EXSVR-S2-4,1,Active
DBSE292,S2,S,S:\DBSE292\DBSE292.edb,S:\DBSE292,EXSVR-S2-1,2,Passive
DBSE292,S2,S,S:\DBSE292\DBSE292.edb,S:\DBSE292,EXSVR-S1-3,3,Passive
